"","run","condition","emo","cert","rt","trial","sub","acc","shock","control"
"1171",3,"Controllable Unpleasant",3,4,0.8308474,31,24,1,"Unpleasant","Controllable"
"1172",3,"Uncontrollable Unpleasant",2,3,0.6478238,32,24,1,"Unpleasant","Uncontrollable"
"1173",3,"Uncontrollable Perceptible",2,2,0.9479693,33,24,1,"Mild","Uncontrollable"
"1174",3,"Uncontrollable Unpleasant",0,2,0.7972116,34,24,1,"Unpleasant","Uncontrollable"
"1175",3,"Controllable Unpleasant",3,2,0,35,24,0,"Unpleasant","Controllable"
"1176",3,"Controllable Perceptible",2,3,0.9481455,36,24,1,"Mild","Controllable"
"1177",4,"Controllable Perceptible",3,3,0.8139492,37,24,1,"Mild","Controllable"
"1178",4,"Controllable Unpleasant",3,4,0.8136949,38,24,1,"Unpleasant","Controllable"
"1179",4,"Uncontrollable Unpleasant",2,3,0.7977819,39,24,1,"Unpleasant","Uncontrollable"
"1180",4,"Uncontrollable Perceptible",1,3,0.8482644,40,24,1,"Mild","Uncontrollable"
"1181",4,"Controllable Perceptible",2,3,0.8312498,41,24,1,"Mild","Controllable"
"1182",4,"Uncontrollable Perceptible",1,3,0.8312425,42,24,1,"Mild","Uncontrollable"
"1183",4,"Uncontrollable Unpleasant",3,1,0.8647529,43,24,1,"Unpleasant","Uncontrollable"
"1184",4,"Controllable Unpleasant",2,3,0.8313433,44,24,1,"Unpleasant","Controllable"
"1185",4,"Uncontrollable Perceptible",1,3,0.7976972,45,24,1,"Mild","Uncontrollable"
"1186",4,"Controllable Perceptible",2,2,0,46,24,0,"Mild","Controllable"
"1187",4,"Uncontrollable Unpleasant",1,3,0,47,24,0,"Unpleasant","Uncontrollable"
"1188",4,"Controllable Unpleasant",3,4,0.9315551,48,24,1,"Unpleasant","Controllable"
"1189",5,"Uncontrollable Perceptible",2,3,0.8308459,49,24,1,"Mild","Uncontrollable"
"1190",5,"Controllable Perceptible",0,0,0,50,24,0,"Mild","Controllable"
"1191",5,"Controllable Unpleasant",3,4,0.730867,51,24,1,"Unpleasant","Controllable"
"1192",5,"Uncontrollable Unpleasant",2,2,0.8814306,52,24,1,"Unpleasant","Uncontrollable"
"1193",5,"Controllable Unpleasant",2,1,0,53,24,0,"Unpleasant","Controllable"
"1194",5,"Uncontrollable Perceptible",1,3,0,54,24,0,"Mild","Uncontrollable"
"1195",5,"Controllable Perceptible",3,3,0.8813343,55,24,1,"Mild","Controllable"
"1196",5,"Uncontrollable Unpleasant",2,3,0.797503,56,24,1,"Unpleasant","Uncontrollable"
"1197",5,"Uncontrollable Perceptible",2,2,0,57,24,0,"Mild","Uncontrollable"
"1198",5,"Uncontrollable Unpleasant",2,4,0.8137497,58,24,1,"Unpleasant","Uncontrollable"
"1199",5,"Controllable Unpleasant",3,3,0.8311104,59,24,1,"Unpleasant","Controllable"
"1200",5,"Controllable Perceptible",2,3,0.7817999,60,24,1,"Mild","Controllable"
"1201",6,"Controllable Perceptible",2,4,0.8142276,61,24,1,"Mild","Controllable"
"1202",6,"Controllable Unpleasant",2,3,0.7650977,62,24,1,"Unpleasant","Controllable"
"1203",6,"Uncontrollable Unpleasant",2,2,0.7308168,63,24,1,"Unpleasant","Uncontrollable"
"1204",6,"Uncontrollable Perceptible",1,0,0.8974701,64,24,1,"Mild","Uncontrollable"
"1205",6,"Controllable Unpleasant",3,3,0.7806585,65,24,1,"Unpleasant","Controllable"
"1206",6,"Uncontrollable Unpleasant",2,4,0.7976104,66,24,1,"Unpleasant","Uncontrollable"
"1207",6,"Uncontrollable Perceptible",2,2,0.7808899,67,24,1,"Mild","Uncontrollable"
"1208",6,"Controllable Perceptible",1,2,0,68,24,0,"Mild","Controllable"
"1209",6,"Controllable Perceptible",1,4,0.7309039,69,24,1,"Mild","Controllable"
"1210",6,"Controllable Unpleasant",2,3,0.8140919,70,24,1,"Unpleasant","Controllable"
"1211",6,"Uncontrollable Perceptible",0,0,0,71,24,0,"Mild","Uncontrollable"
"1212",6,"Uncontrollable Unpleasant",3,2,0.8138899,72,24,1,"Unpleasant","Uncontrollable"
"1213",7,"Controllable Unpleasant",2,3,0.7972242,73,24,1,"Unpleasant","Controllable"
"1214",7,"Uncontrollable Perceptible",2,3,0.8816058,74,24,1,"Mild","Uncontrollable"
"1215",7,"Uncontrollable Unpleasant",1,2,0,75,24,0,"Unpleasant","Uncontrollable"
"1216",7,"Controllable Perceptible",3,2,0,76,24,0,"Mild","Controllable"
"1217",7,"Controllable Perceptible",2,3,0.8485644,77,24,1,"Mild","Controllable"
"1218",7,"Uncontrollable Unpleasant",2,3,0.7975074,78,24,1,"Unpleasant","Uncontrollable"
"1219",7,"Uncontrollable Perceptible",2,4,0.814178,79,24,1,"Mild","Uncontrollable"
"1220",7,"Controllable Unpleasant",3,4,0.7639654,80,24,1,"Unpleasant","Controllable"
"1221",7,"Uncontrollable Unpleasant",2,2,0.7976684,81,24,1,"Unpleasant","Uncontrollable"
"1222",7,"Uncontrollable Perceptible",1,4,0.9138191,82,24,1,"Mild","Uncontrollable"
"1223",7,"Controllable Perceptible",2,3,0.7974267,83,24,1,"Mild","Controllable"
"1224",7,"Controllable Unpleasant",2,3,0.7808854,84,24,1,"Unpleasant","Controllable"
"1225",1,"Controllable Perceptible",1,4,0.897096,1,25,1,"Mild","Controllable"
"1226",1,"Uncontrollable Perceptible",1,4,0.7978514,2,25,1,"Mild","Uncontrollable"
"1227",1,"Uncontrollable Unpleasant",2,4,0,3,25,0,"Unpleasant","Uncontrollable"
"1228",1,"Controllable Unpleasant",2,4,0.8809697,4,25,1,"Unpleasant","Controllable"
"1229",1,"Uncontrollable Unpleasant",3,2,0.7966739,5,25,1,"Unpleasant","Uncontrollable"
"1230",1,"Controllable Perceptible",1,3,0,6,25,0,"Mild","Controllable"
"1231",1,"Uncontrollable Perceptible",1,3,0.9479539,7,25,1,"Mild","Uncontrollable"
"1232",1,"Controllable Unpleasant",3,3,0.9480058,8,25,1,"Unpleasant","Controllable"
"1233",1,"Uncontrollable Unpleasant",3,4,0.8478795,9,25,1,"Unpleasant","Uncontrollable"
"1234",1,"Uncontrollable Perceptible",1,3,0.8482289,10,25,1,"Mild","Uncontrollable"
"1235",1,"Controllable Perceptible",1,3,0.8973841,11,25,1,"Mild","Controllable"
"1236",1,"Controllable Unpleasant",2,4,0.947496,12,25,1,"Unpleasant","Controllable"
"1237",2,"Controllable Perceptible",1,4,0.8816093,13,25,1,"Mild","Controllable"
"1238",2,"Uncontrollable Unpleasant",3,4,0.7808488,14,25,1,"Unpleasant","Uncontrollable"
"1239",2,"Controllable Unpleasant",1,3,0.8481191,15,25,1,"Unpleasant","Controllable"
"1240",2,"Uncontrollable Perceptible",1,4,0.8648792,16,25,1,"Mild","Uncontrollable"
"1241",2,"Controllable Unpleasant",2,3,0.8646869,17,25,1,"Unpleasant","Controllable"
"1242",2,"Uncontrollable Unpleasant",2,4,0.7651575,18,25,1,"Unpleasant","Uncontrollable"
"1243",2,"Controllable Perceptible",1,4,0.8638795,19,25,1,"Mild","Controllable"
"1244",2,"Uncontrollable Perceptible",1,3,0.846638,20,25,1,"Mild","Uncontrollable"
"1245",2,"Controllable Perceptible",2,4,0,21,25,0,"Mild","Controllable"
"1246",2,"Controllable Unpleasant",2,1,0,22,25,0,"Unpleasant","Controllable"
"1247",2,"Uncontrollable Perceptible",1,2,0.9480595,23,25,1,"Mild","Uncontrollable"
"1248",2,"Uncontrollable Unpleasant",3,4,0,24,25,0,"Unpleasant","Uncontrollable"
"1249",3,"Uncontrollable Unpleasant",2,4,0,25,25,0,"Unpleasant","Uncontrollable"
"1250",3,"Controllable Perceptible",2,4,0,26,25,0,"Mild","Controllable"
"1251",3,"Controllable Unpleasant",3,4,0,27,25,0,"Unpleasant","Controllable"
"1252",3,"Uncontrollable Perceptible",2,4,0.8305611,28,25,1,"Mild","Uncontrollable"
"1253",3,"Controllable Perceptible",2,4,0.7801106,29,25,1,"Mild","Controllable"
"1254",3,"Uncontrollable Perceptible",1,3,0.9649738,30,25,1,"Mild","Uncontrollable"
"1255",3,"Controllable Unpleasant",3,4,0.8140804,31,25,1,"Unpleasant","Controllable"
"1256",3,"Uncontrollable Unpleasant",2,4,0.8138906,32,25,1,"Unpleasant","Uncontrollable"
"1257",3,"Controllable Unpleasant",3,4,0,33,25,0,"Unpleasant","Controllable"
"1258",3,"Controllable Perceptible",2,4,0,34,25,0,"Mild","Controllable"
"1259",3,"Uncontrollable Unpleasant",2,2,0.8810826,35,25,1,"Unpleasant","Uncontrollable"
"1260",3,"Uncontrollable Perceptible",1,3,0.8977735,36,25,1,"Mild","Uncontrollable"
"1261",4,"Controllable Perceptible",1,4,0.7976064,37,25,1,"Mild","Controllable"
"1262",4,"Controllable Unpleasant",2,3,0.8645504,38,25,1,"Unpleasant","Controllable"
"1263",4,"Uncontrollable Perceptible",1,4,0.9649561,39,25,1,"Mild","Uncontrollable"
"1264",4,"Uncontrollable Unpleasant",2,4,0,40,25,0,"Unpleasant","Uncontrollable"
"1265",4,"Controllable Unpleasant",3,3,0.76505,41,25,1,"Unpleasant","Controllable"
"1266",4,"Controllable Perceptible",1,3,0.7977099,42,25,1,"Mild","Controllable"
"1267",4,"Uncontrollable Unpleasant",2,4,0.7803051,43,25,1,"Unpleasant","Uncontrollable"
"1268",4,"Uncontrollable Perceptible",1,4,0.8991789,44,25,1,"Mild","Uncontrollable"
"1269",4,"Uncontrollable Perceptible",1,4,0.7808957,45,25,1,"Mild","Uncontrollable"
"1270",4,"Controllable Unpleasant",4,3,0,46,25,0,"Unpleasant","Controllable"
"1271",4,"Controllable Perceptible",2,4,0.8807404,47,25,1,"Mild","Controllable"
"1272",4,"Uncontrollable Unpleasant",1,3,0.76377,48,25,1,"Unpleasant","Uncontrollable"
"1273",5,"Uncontrollable Perceptible",1,4,0,49,25,0,"Mild","Uncontrollable"
"1274",5,"Controllable Perceptible",1,4,0,50,25,0,"Mild","Controllable"
"1275",5,"Controllable Unpleasant",3,4,0,51,25,0,"Unpleasant","Controllable"
"1276",5,"Uncontrollable Unpleasant",2,4,0,52,25,0,"Unpleasant","Uncontrollable"
"1277",5,"Controllable Perceptible",2,4,0.7972566,53,25,1,"Mild","Controllable"
"1278",5,"Controllable Unpleasant",2,3,0.7809549,54,25,1,"Unpleasant","Controllable"
"1279",5,"Uncontrollable Perceptible",1,4,0.7808213,55,25,1,"Mild","Uncontrollable"
"1280",5,"Uncontrollable Unpleasant",2,4,0,56,25,0,"Unpleasant","Uncontrollable"
"1281",5,"Uncontrollable Unpleasant",1,4,0.8315977,57,25,1,"Unpleasant","Uncontrollable"
"1282",5,"Controllable Unpleasant",3,3,0,58,25,0,"Unpleasant","Controllable"
"1283",5,"Uncontrollable Perceptible",1,3,0,59,25,0,"Mild","Uncontrollable"
"1284",5,"Controllable Perceptible",2,4,0.8642993,60,25,1,"Mild","Controllable"
"1285",6,"Controllable Perceptible",2,3,0.8647498,61,25,1,"Mild","Controllable"
"1286",6,"Uncontrollable Unpleasant",1,4,0.9306548,62,25,1,"Unpleasant","Uncontrollable"
"1287",6,"Controllable Unpleasant",3,3,0,63,25,0,"Unpleasant","Controllable"
"1288",6,"Uncontrollable Perceptible",1,4,0,64,25,0,"Mild","Uncontrollable"
"1289",6,"Controllable Unpleasant",4,3,0,65,25,0,"Unpleasant","Controllable"
"1290",6,"Controllable Perceptible",2,4,0,66,25,0,"Mild","Controllable"
"1291",6,"Uncontrollable Perceptible",1,4,0,67,25,0,"Mild","Uncontrollable"
"1292",6,"Uncontrollable Unpleasant",2,3,0,68,25,0,"Unpleasant","Uncontrollable"
"1293",6,"Controllable Unpleasant",3,4,0.6977055,69,25,1,"Unpleasant","Controllable"
"1294",6,"Controllable Perceptible",1,4,0.8810841,70,25,1,"Mild","Controllable"
"1295",6,"Uncontrollable Perceptible",1,4,0,71,25,0,"Mild","Uncontrollable"
"1296",6,"Uncontrollable Unpleasant",1,3,0.7973751,72,25,1,"Unpleasant","Uncontrollable"
"1297",7,"Controllable Unpleasant",2,3,0.7647077,73,25,1,"Unpleasant","Controllable"
"1298",7,"Controllable Perceptible",2,4,0.8142758,74,25,1,"Mild","Controllable"
"1299",7,"Uncontrollable Perceptible",1,4,0.7479729,75,25,1,"Mild","Uncontrollable"
"1300",7,"Uncontrollable Unpleasant",1,3,0.7139767,76,25,1,"Unpleasant","Uncontrollable"
"1301",7,"Controllable Perceptible",1,4,0.8975043,77,25,1,"Mild","Controllable"
"1302",7,"Uncontrollable Perceptible",1,4,0,78,25,0,"Mild","Uncontrollable"
"1303",7,"Uncontrollable Unpleasant",1,4,0.748078,79,25,1,"Unpleasant","Uncontrollable"
"1304",7,"Controllable Unpleasant",2,4,0.8137419,80,25,1,"Unpleasant","Controllable"
"1305",7,"Uncontrollable Perceptible",1,4,0.9482584,81,25,1,"Mild","Uncontrollable"
"1306",7,"Uncontrollable Unpleasant",2,4,0,82,25,0,"Unpleasant","Uncontrollable"
"1307",7,"Controllable Unpleasant",3,2,0.7807893,83,25,1,"Unpleasant","Controllable"
"1308",7,"Controllable Perceptible",1,4,0.9641031,84,25,1,"Mild","Controllable"
"1309",1,"Uncontrollable Unpleasant",4,4,0,1,26,0,"Unpleasant","Uncontrollable"
"1310",1,"Controllable Perceptible",2,3,0.7809243,2,26,1,"Mild","Controllable"
"1311",1,"Uncontrollable Perceptible",3,3,0.9143341,3,26,1,"Mild","Uncontrollable"
"1312",1,"Controllable Unpleasant",4,3,0.7811245,4,26,1,"Unpleasant","Controllable"
"1313",1,"Uncontrollable Unpleasant",3,4,0.7968879,5,26,1,"Unpleasant","Uncontrollable"
"1314",1,"Controllable Perceptible",2,4,0.8483575,6,26,1,"Mild","Controllable"
"1315",1,"Controllable Unpleasant",4,4,0,7,26,0,"Unpleasant","Controllable"
"1316",1,"Uncontrollable Perceptible",2,4,0,8,26,0,"Mild","Uncontrollable"
"1317",1,"Controllable Unpleasant",4,4,0.7975367,9,26,1,"Unpleasant","Controllable"
"1318",1,"Uncontrollable Perceptible",2,4,0.8661225,10,26,1,"Mild","Uncontrollable"
"1319",1,"Controllable Perceptible",2,4,0.865347,11,26,1,"Mild","Controllable"
"1320",1,"Uncontrollable Unpleasant",3,3,0.7478228,12,26,1,"Unpleasant","Uncontrollable"
"1321",2,"Controllable Perceptible",2,3,0.7301369,13,26,1,"Mild","Controllable"
"1322",2,"Uncontrollable Unpleasant",3,3,0,14,26,0,"Unpleasant","Uncontrollable"
"1323",2,"Uncontrollable Perceptible",1,3,0,15,26,0,"Mild","Uncontrollable"
"1324",2,"Controllable Unpleasant",4,4,0.7639361,16,26,1,"Unpleasant","Controllable"
"1325",2,"Controllable Perceptible",2,3,0,17,26,0,"Mild","Controllable"
"1326",2,"Controllable Unpleasant",4,4,0.8141241,18,26,1,"Unpleasant","Controllable"
"1327",2,"Uncontrollable Unpleasant",4,4,0.8645524,19,26,1,"Unpleasant","Uncontrollable"
"1328",2,"Uncontrollable Perceptible",1,3,0.7972787,20,26,1,"Mild","Uncontrollable"
"1329",2,"Controllable Unpleasant",4,4,0.8648777,21,26,1,"Unpleasant","Controllable"
"1330",2,"Uncontrollable Perceptible",2,2,0,22,26,0,"Mild","Uncontrollable"
"1331",2,"Controllable Perceptible",1,3,0.8644454,23,26,1,"Mild","Controllable"
"1332",2,"Uncontrollable Unpleasant",4,4,0,24,26,0,"Unpleasant","Uncontrollable"
"1333",3,"Uncontrollable Unpleasant",3,4,0.7972664,25,26,1,"Unpleasant","Uncontrollable"
"1334",3,"Controllable Perceptible",1,3,0,26,26,0,"Mild","Controllable"
"1335",3,"Controllable Unpleasant",4,4,0.7476278,27,26,1,"Unpleasant","Controllable"
"1336",3,"Uncontrollable Perceptible",2,3,0.9480277,28,26,1,"Mild","Uncontrollable"
"1337",3,"Controllable Perceptible",2,3,0.8643832,29,26,1,"Mild","Controllable"
"1338",3,"Uncontrollable Perceptible",1,3,0,30,26,0,"Mild","Uncontrollable"
"1339",3,"Controllable Unpleasant",4,4,0.6311714,31,26,1,"Unpleasant","Controllable"
"1340",3,"Uncontrollable Unpleasant",4,3,0.8473813,32,26,1,"Unpleasant","Uncontrollable"
"1341",3,"Uncontrollable Perceptible",1,3,0.8142669,33,26,1,"Mild","Uncontrollable"
"1342",3,"Controllable Unpleasant",4,4,0,34,26,0,"Unpleasant","Controllable"
"1343",3,"Uncontrollable Unpleasant",3,4,0,35,26,0,"Unpleasant","Uncontrollable"
"1344",3,"Controllable Perceptible",1,3,0.781247,36,26,1,"Mild","Controllable"
"1345",4,"Uncontrollable Perceptible",1,4,0.8975325,37,26,1,"Mild","Uncontrollable"
"1346",4,"Uncontrollable Unpleasant",3,4,0,38,26,0,"Unpleasant","Uncontrollable"
"1347",4,"Controllable Unpleasant",4,4,0,39,26,0,"Unpleasant","Controllable"
"1348",4,"Controllable Perceptible",1,4,0.8483214,40,26,1,"Mild","Controllable"
"1349",4,"Controllable Perceptible",2,4,0,41,26,0,"Mild","Controllable"
"1350",4,"Uncontrollable Perceptible",1,4,0.8132659,42,26,1,"Mild","Uncontrollable"
"1351",4,"Uncontrollable Unpleasant",3,4,0.6485549,43,26,1,"Unpleasant","Uncontrollable"
"1352",4,"Controllable Unpleasant",3,4,0,44,26,0,"Unpleasant","Controllable"
"1353",4,"Uncontrollable Unpleasant",3,4,0.7807364,45,26,1,"Unpleasant","Uncontrollable"
"1354",4,"Controllable Perceptible",1,4,0,46,26,0,"Mild","Controllable"
"1355",4,"Uncontrollable Perceptible",1,4,0,47,26,0,"Mild","Uncontrollable"
"1356",4,"Controllable Unpleasant",4,4,0.8143381,48,26,1,"Unpleasant","Controllable"
"1357",5,"Controllable Perceptible",1,4,0,49,26,0,"Mild","Controllable"
"1358",5,"Uncontrollable Unpleasant",3,3,0,50,26,0,"Unpleasant","Uncontrollable"
"1359",5,"Controllable Unpleasant",4,3,0.7975694,51,26,1,"Unpleasant","Controllable"
"1360",5,"Uncontrollable Perceptible",1,3,0,52,26,0,"Mild","Uncontrollable"
"1361",5,"Controllable Unpleasant",4,4,0,53,26,0,"Unpleasant","Controllable"
"1362",5,"Controllable Perceptible",1,4,0,54,26,0,"Mild","Controllable"
"1363",5,"Uncontrollable Unpleasant",3,3,0.7974067,55,26,1,"Unpleasant","Uncontrollable"
"1364",5,"Uncontrollable Perceptible",1,4,0,56,26,0,"Mild","Uncontrollable"
"1365",5,"Controllable Perceptible",2,3,0.8313754,57,26,1,"Mild","Controllable"
"1366",5,"Uncontrollable Unpleasant",3,4,0.9129228,58,26,1,"Unpleasant","Uncontrollable"
"1367",5,"Controllable Unpleasant",4,3,0.781382,59,26,1,"Unpleasant","Controllable"
"1368",5,"Uncontrollable Perceptible",1,4,0.8647375,60,26,1,"Mild","Uncontrollable"
"1369",6,"Controllable Unpleasant",4,3,0.9472077,61,26,1,"Unpleasant","Controllable"
"1370",6,"Uncontrollable Unpleasant",3,4,0,62,26,0,"Unpleasant","Uncontrollable"
"1371",6,"Controllable Perceptible",1,3,0.8805277,63,26,1,"Mild","Controllable"
"1372",6,"Uncontrollable Perceptible",1,3,0.8478601,64,26,1,"Mild","Uncontrollable"
"1373",6,"Uncontrollable Perceptible",1,4,0,65,26,0,"Mild","Uncontrollable"
"1374",6,"Controllable Perceptible",1,4,0,66,26,0,"Mild","Controllable"
"1375",6,"Controllable Unpleasant",4,4,0,67,26,0,"Unpleasant","Controllable"
"1376",6,"Uncontrollable Unpleasant",3,4,0.7144409,68,26,1,"Unpleasant","Uncontrollable"
"1377",6,"Uncontrollable Unpleasant",3,4,0.8638485,69,26,1,"Unpleasant","Uncontrollable"
"1378",6,"Uncontrollable Perceptible",1,4,0,70,26,0,"Mild","Uncontrollable"
"1379",6,"Controllable Unpleasant",3,4,0.8310371,71,26,1,"Unpleasant","Controllable"
"1380",6,"Controllable Perceptible",1,4,0.7496979,72,26,1,"Mild","Controllable"
"1381",7,"Controllable Perceptible",1,4,0.8641774,73,26,1,"Mild","Controllable"
"1382",7,"Uncontrollable Perceptible",1,4,0.8811099,74,26,1,"Mild","Uncontrollable"
"1383",7,"Uncontrollable Unpleasant",3,4,0.881156,75,26,1,"Unpleasant","Uncontrollable"
"1384",7,"Controllable Unpleasant",4,4,0,76,26,0,"Unpleasant","Controllable"
"1385",7,"Controllable Unpleasant",4,3,0.8309688,77,26,1,"Unpleasant","Controllable"
"1386",7,"Uncontrollable Unpleasant",3,4,0,78,26,0,"Unpleasant","Uncontrollable"
"1387",7,"Controllable Perceptible",2,4,0,79,26,0,"Mild","Controllable"
"1388",7,"Uncontrollable Perceptible",1,4,0,80,26,0,"Mild","Uncontrollable"
"1389",7,"Controllable Unpleasant",3,4,0.7978345,81,26,1,"Unpleasant","Controllable"
"1390",7,"Controllable Perceptible",1,4,0,82,26,0,"Mild","Controllable"
"1391",7,"Uncontrollable Perceptible",1,4,0,83,26,0,"Mild","Uncontrollable"
"1392",7,"Uncontrollable Unpleasant",3,4,0.7648052,84,26,1,"Unpleasant","Uncontrollable"
"1393",1,"Controllable Unpleasant",2,3,0,1,27,0,"Unpleasant","Controllable"
"1394",1,"Uncontrollable Perceptible",2,2,0,2,27,0,"Mild","Uncontrollable"
"1395",1,"Uncontrollable Unpleasant",3,4,0,3,27,0,"Unpleasant","Uncontrollable"
"1396",1,"Controllable Perceptible",2,3,0,4,27,0,"Mild","Controllable"
"1397",1,"Uncontrollable Perceptible",0,2,0.9320587,5,27,1,"Mild","Uncontrollable"
"1398",1,"Uncontrollable Unpleasant",1,2,0,6,27,0,"Unpleasant","Uncontrollable"
"1399",1,"Controllable Perceptible",3,3,0,7,27,0,"Mild","Controllable"
"1400",1,"Controllable Unpleasant",2,3,0,8,27,0,"Unpleasant","Controllable"
"1401",1,"Controllable Unpleasant",2,4,0,9,27,0,"Unpleasant","Controllable"
"1402",1,"Uncontrollable Perceptible",0,2,0,10,27,0,"Mild","Uncontrollable"
"1403",1,"Controllable Perceptible",3,3,0.9479357,11,27,1,"Mild","Controllable"
"1404",1,"Uncontrollable Unpleasant",2,3,0,12,27,0,"Unpleasant","Uncontrollable"
"1405",2,"Uncontrollable Unpleasant",3,3,0,13,27,0,"Unpleasant","Uncontrollable"
"1406",2,"Controllable Perceptible",3,4,0,14,27,0,"Mild","Controllable"
"1407",2,"Controllable Unpleasant",3,4,0,15,27,0,"Unpleasant","Controllable"
"1408",2,"Uncontrollable Perceptible",2,3,0,16,27,0,"Mild","Uncontrollable"
"1409",2,"Uncontrollable Unpleasant",3,3,0.880872,17,27,1,"Unpleasant","Uncontrollable"
"1410",2,"Uncontrollable Perceptible",3,4,0,18,27,0,"Mild","Uncontrollable"
"1411",2,"Controllable Perceptible",1,3,0,19,27,0,"Mild","Controllable"
"1412",2,"Controllable Unpleasant",2,3,0,20,27,0,"Unpleasant","Controllable"
"1413",2,"Uncontrollable Unpleasant",0,3,0,21,27,0,"Unpleasant","Uncontrollable"
"1414",2,"Uncontrollable Perceptible",2,4,0,22,27,0,"Mild","Uncontrollable"
"1415",2,"Controllable Perceptible",2,2,0,23,27,0,"Mild","Controllable"
"1416",2,"Controllable Unpleasant",3,2,0,24,27,0,"Unpleasant","Controllable"
"1417",3,"Controllable Perceptible",0,2,0,25,27,0,"Mild","Controllable"
"1418",3,"Controllable Unpleasant",2,3,0,26,27,0,"Unpleasant","Controllable"
"1419",3,"Uncontrollable Unpleasant",2,3,0,27,27,0,"Unpleasant","Uncontrollable"
"1420",3,"Uncontrollable Perceptible",3,3,0,28,27,0,"Mild","Uncontrollable"
"1421",3,"Controllable Perceptible",2,3,0.9472093,29,27,1,"Mild","Controllable"
"1422",3,"Uncontrollable Unpleasant",1,3,0,30,27,0,"Unpleasant","Uncontrollable"
"1423",3,"Uncontrollable Perceptible",2,3,0,31,27,0,"Mild","Uncontrollable"
"1424",3,"Controllable Unpleasant",2,3,0,32,27,0,"Unpleasant","Controllable"
"1425",3,"Uncontrollable Perceptible",3,3,0,33,27,0,"Mild","Uncontrollable"
"1426",3,"Uncontrollable Unpleasant",2,3,0,34,27,0,"Unpleasant","Uncontrollable"
"1427",3,"Controllable Perceptible",3,4,0,35,27,0,"Mild","Controllable"
"1428",3,"Controllable Unpleasant",2,3,0,36,27,0,"Unpleasant","Controllable"
"1429",4,"Uncontrollable Unpleasant",3,4,0,37,27,0,"Unpleasant","Uncontrollable"
"1430",4,"Uncontrollable Perceptible",2,3,0,38,27,0,"Mild","Uncontrollable"
"1431",4,"Controllable Perceptible",2,4,0.9310034,39,27,1,"Mild","Controllable"
"1432",4,"Controllable Unpleasant",2,3,0,40,27,0,"Unpleasant","Controllable"
"1433",4,"Controllable Perceptible",0,4,0.9314601,41,27,1,"Mild","Controllable"
"1434",4,"Uncontrollable Unpleasant",1,3,0,42,27,0,"Unpleasant","Uncontrollable"
"1435",4,"Uncontrollable Perceptible",0,3,0,43,27,0,"Mild","Uncontrollable"
"1436",4,"Controllable Unpleasant",0,3,0,44,27,0,"Unpleasant","Controllable"
"1437",4,"Controllable Unpleasant",3,3,0,45,27,0,"Unpleasant","Controllable"
"1438",4,"Controllable Perceptible",3,3,0,46,27,0,"Mild","Controllable"
"1439",4,"Uncontrollable Perceptible",2,3,0,47,27,0,"Mild","Uncontrollable"
"1440",4,"Uncontrollable Unpleasant",1,3,0,48,27,0,"Unpleasant","Uncontrollable"
"1441",5,"Controllable Unpleasant",2,3,0,49,27,0,"Unpleasant","Controllable"
"1442",5,"Controllable Perceptible",3,4,0,50,27,0,"Mild","Controllable"
"1443",5,"Uncontrollable Perceptible",3,3,0.8977495,51,27,1,"Mild","Uncontrollable"
"1444",5,"Uncontrollable Unpleasant",3,3,0.9304918,52,27,1,"Unpleasant","Uncontrollable"
"1445",5,"Uncontrollable Unpleasant",3,2,0,53,27,0,"Unpleasant","Uncontrollable"
"1446",5,"Controllable Perceptible",3,3,0,54,27,0,"Mild","Controllable"
"1447",5,"Controllable Unpleasant",3,4,0.8311167,55,27,1,"Unpleasant","Controllable"
"1448",5,"Uncontrollable Perceptible",0,3,0,56,27,0,"Mild","Uncontrollable"
"1449",5,"Uncontrollable Perceptible",3,3,0.8648189,57,27,1,"Mild","Uncontrollable"
"1450",5,"Uncontrollable Unpleasant",2,3,0,58,27,0,"Unpleasant","Uncontrollable"
"1451",5,"Controllable Perceptible",3,4,0.9135338,59,27,1,"Mild","Controllable"
"1452",5,"Controllable Unpleasant",3,3,0,60,27,0,"Unpleasant","Controllable"
"1453",6,"Uncontrollable Unpleasant",2,3,0,61,27,0,"Unpleasant","Uncontrollable"
"1454",6,"Uncontrollable Perceptible",2,3,0.8978071,62,27,1,"Mild","Uncontrollable"
"1455",6,"Controllable Perceptible",3,3,0.9311383,63,27,1,"Mild","Controllable"
"1456",6,"Controllable Unpleasant",2,4,0,64,27,0,"Unpleasant","Controllable"
"1457",6,"Controllable Perceptible",3,4,0.8644877,65,27,1,"Mild","Controllable"
"1458",6,"Uncontrollable Perceptible",2,3,0,66,27,0,"Mild","Uncontrollable"
"1459",6,"Controllable Unpleasant",0,3,0,67,27,0,"Unpleasant","Controllable"
"1460",6,"Uncontrollable Unpleasant",0,3,0,68,27,0,"Unpleasant","Uncontrollable"
"1461",6,"Uncontrollable Perceptible",3,2,0,69,27,0,"Mild","Uncontrollable"
"1462",6,"Controllable Unpleasant",2,3,0,70,27,0,"Unpleasant","Controllable"
"1463",6,"Controllable Perceptible",3,4,0,71,27,0,"Mild","Controllable"
"1464",6,"Uncontrollable Unpleasant",3,3,0,72,27,0,"Unpleasant","Uncontrollable"
"1465",7,"Controllable Unpleasant",2,3,0,73,27,0,"Unpleasant","Controllable"
"1466",7,"Uncontrollable Unpleasant",2,4,0,74,27,0,"Unpleasant","Uncontrollable"
